COMPANY_NK;LEDGER_NK;PROFIT_CENTER_NK;JOURNAL_DOC_TYPE_NK;JOURNAL_DOC_NK;JOURNAL_LINE_ITEM_NK;ACCOUNT_NK;TRANS_DATE_NK;CURRENCY_NK;DEBIT;CREDIT;DEBIT_LOCAL;CREDIT_LOCAL
01;GL;01;Unspecified;MA-RC1-01-01-8910-01;7086;01-01-8910-01;2005/12/27 00:00:00.000;USD;0;15;0;15
01;GL;01;Unspecified;MA-RC1-01-01-1210-01;7087;01-01-1210-01;2005/12/27 00:00:00.000;USD;15;0;15;0
01;GL;01;Unspecified;MA-ADJ-1-01-01-8910-01;7088;01-01-8910-01;2005/12/27 00:00:00.000;USD;25;0;25;0
01;GL;01;Unspecified;MA-ADJ-1-01-01-1210-01;7089;01-01-1210-01;2005/12/27 00:00:00.000;USD;0;25;0;25
01;GL;01;WO;Misc. - MDA-UPS1;7090;01-01-1250-01;2005/12/27 00:00:00.000;USD;0;26.67;0;26.67
01;GL;01;WO;Misc. - MDA-UPS1;7091;01-01-1210-01;2005/12/27 00:00:00.000;USD;26.67;0;26.67;0
01;GL;01;WO;Misc. - MDA-UPS1;7093;01-01-1250-01;2005/12/27 00:00:00.000;USD;10;0;10;0
01;GL;01;WO;Misc. - MDA-UPS1;7092;01-01-1210-01;2005/12/27 00:00:00.000;USD;0;10;0;10
01;GL;01;WO;Misc. - MDA-UPS1;7095;01-01-1250-01;2005/12/27 00:00:00.000;USD;0.07;0;0.07;0
01;GL;01;WO;Misc. - MDA-UPS1;7094;01-01-1210-01;2005/12/27 00:00:00.000;USD;0;0.07;0;0.07
01;GL;01;WO;Misc. - MDA-UPS1;7097;01-01-1250-01;2005/12/27 00:00:00.000;USD;4;0;4;0
01;GL;01;WO;Misc. - MDA-UPS1;7096;01-01-1210-01;2005/12/27 00:00:00.000;USD;0;4;0;4
01;GL;01;WO;Misc. - MDA-UPS1;7099;01-01-1250-01;2005/12/27 00:00:00.000;USD;9.21;0;9.21;0
01;GL;01;WO;Misc. - MDA-UPS1;7098;01-01-1210-01;2005/12/27 00:00:00.000;USD;0;9.21;0;9.21
01;GL;01;WO;Misc. - MDA-UPS1;7101;01-01-1250-01;2005/12/27 00:00:00.000;USD;3.39;0;3.39;0
01;GL;01;WO;Misc. - MDA-UPS1;7100;01-01-1450-01;2005/12/27 00:00:00.000;USD;0;3.39;0;3.39
01;GL;01;WO;Misc. - MDA-PROD1;7102;01-01-1250-01;2005/12/27 00:00:00.000;USD;0;9.21;0;9.21
01;GL;01;WO;Misc. - MDA-PROD1;7103;01-01-1210-01;2005/12/27 00:00:00.000;USD;9.21;0;9.21;0
01;GL;01;WO;Misc. - MDA-PROD1;7105;01-01-1250-01;2005/12/27 00:00:00.000;USD;2.5;0;2.5;0
01;GL;01;WO;Misc. - MDA-PROD1;7104;01-01-1210-01;2005/12/27 00:00:00.000;USD;0;2.5;0;2.5
01;GL;01;IN;60006-01-01-2360-01;7175;01-01-2360-01;2005/12/27 00:00:00.000;USD;0;5;0;5
01;GL;01;WO;Misc. - MDA-PROD1;7107;01-01-1250-01;2005/12/27 00:00:00.000;USD;5.5;0;5.5;0
01;GL;01;WO;Misc. - MDA-PROD1;7106;01-01-1210-01;2005/12/27 00:00:00.000;USD;0;5.5;0;5.5
01;GL;01;WO;Misc. - MDA-PROD1;7109;01-01-1250-01;2005/12/27 00:00:00.000;USD;1.21;0;1.21;0
01;GL;01;WO;Misc. - MDA-PROD1;7108;01-01-1450-01;2005/12/27 00:00:00.000;USD;0;1.21;0;1.21
01;GL;01;SO;50002-1-01-01-1260-01;7111;01-01-1260-01;2005/12/27 00:00:00.000;USD;13.33;0;13.33;0
01;GL;01;SO;50002-1-01-01-1210-01;7110;01-01-1210-01;2005/12/27 00:00:00.000;USD;0;13.33;0;13.33
01;GL;01;SO;50002-1-01-01-1260-01;7112;01-01-1260-01;2005/12/27 00:00:00.000;USD;0;13.33;0;13.33
01;GL;01;SO;50002-1-01-01-1210-01;7113;01-01-1210-01;2005/12/27 00:00:00.000;USD;13.33;0;13.33;0
01;GL;01;SO;50002-1-01-01-1260-01;7115;01-01-1260-01;2005/12/27 00:00:00.000;USD;2.67;0;2.67;0
01;GL;01;SO;50002-1-01-01-1210-01;7114;01-01-1210-01;2005/12/27 00:00:00.000;USD;0;2.67;0;2.67
01;GL;01;SO;50002-1-01-01-1260-01;7117;01-01-1260-01;2005/12/27 00:00:00.000;USD;2.67;0;2.67;0
01;GL;01;SO;50002-1-01-01-1210-01;7116;01-01-1210-01;2005/12/27 00:00:00.000;USD;0;2.67;0;2.67
01;GL;01;SO;50002-1-01-01-1260-01;7119;01-01-1260-01;2005/12/27 00:00:00.000;USD;8;0;8;0
01;GL;01;SO;50002-1-01-01-1210-01;7118;01-01-1210-01;2005/12/27 00:00:00.000;USD;0;8;0;8
01;GL;01;SO;50002-01-01-5000-01;7121;01-01-5000-01;2005/12/27 00:00:00.000;USD;13.33;0;13.33;0
01;GL;01;SO;50002-01-01-1260-01;7120;01-01-1260-01;2005/12/27 00:00:00.000;USD;0;13.33;0;13.33
01;GL;01;IN;60001-01-01-1100-01;7125;01-01-1100-01;2005/12/27 00:00:00.000;USD;60.19;0;60.19;0
01;GL;01;IN;60001-01-01-2360-01;7124;01-01-2360-01;2005/12/27 00:00:00.000;USD;0;2.5;0;2.5
01;GL;01;IN;60001-01-01-2470-01;7123;01-01-2470-01;2005/12/27 00:00:00.000;USD;0;7.74;0;7.74
01;GL;01;IN;60001-01-01-4000-01;7122;01-01-4000-01;2005/12/27 00:00:00.000;USD;0;49.95;0;49.95
01;GL;01;SO;50003-1-01-01-1260-01;7127;01-01-1260-01;2005/12/27 00:00:00.000;USD;2.67;0;2.67;0
01;GL;01;SO;50003-1-01-01-1210-01;7126;01-01-1210-01;2005/12/27 00:00:00.000;USD;0;2.67;0;2.67
01;GL;01;SO;50003-01-01-5000-01;7129;01-01-5000-01;2005/12/27 00:00:00.000;USD;2.67;0;2.67;0
01;GL;01;SO;50003-01-01-1260-01;7128;01-01-1260-01;2005/12/27 00:00:00.000;USD;0;2.67;0;2.67
01;GL;01;IN;60002-01-01-1100-01;7132;01-01-1100-01;2005/12/27 00:00:00.000;USD;5.5;0;5.5;0
01;GL;01;IN;60002-01-01-2360-01;7131;01-01-2360-01;2005/12/27 00:00:00.000;USD;0;0.5;0;0.5
01;GL;01;IN;60002-01-01-2470-01;7130;01-01-2470-01;2005/12/27 00:00:00.000;USD;0;5;0;5
01;GL;01;SO;50003-1-01-01-1260-01;7134;01-01-1260-01;2005/12/27 00:00:00.000;USD;2.67;0;2.67;0
01;GL;01;SO;50003-1-01-01-1210-01;7133;01-01-1210-01;2005/12/27 00:00:00.000;USD;0;2.67;0;2.67
01;GL;01;SO;50003-01-01-5000-01;7136;01-01-5000-01;2005/12/27 00:00:00.000;USD;2.67;0;2.67;0
01;GL;01;SO;50003-01-01-1260-01;7135;01-01-1260-01;2005/12/27 00:00:00.000;USD;0;2.67;0;2.67
01;GL;01;IN;60003-01-01-1100-01;7140;01-01-1100-01;2005/12/27 00:00:00.000;USD;15.99;0;15.99;0
01;GL;01;IN;60003-01-01-2360-01;7139;01-01-2360-01;2005/12/27 00:00:00.000;USD;0;1;0;1
01;GL;01;IN;60003-01-01-2470-01;7138;01-01-2470-01;2005/12/27 00:00:00.000;USD;0;5;0;5
01;GL;01;IN;60003-01-01-4000-01;7137;01-01-4000-01;2005/12/27 00:00:00.000;USD;0;9.99;0;9.99
01;GL;01;SO;50003-1-01-01-1260-01;7142;01-01-1260-01;2005/12/27 00:00:00.000;USD;2.67;0;2.67;0
01;GL;01;SO;50003-1-01-01-1210-01;7141;01-01-1210-01;2005/12/27 00:00:00.000;USD;0;2.67;0;2.67
01;GL;01;SO;50003-1-01-01-1260-01;7144;01-01-1260-01;2005/12/27 00:00:00.000;USD;2.67;0;2.67;0
01;GL;01;SO;50003-1-01-01-1210-01;7143;01-01-1210-01;2005/12/27 00:00:00.000;USD;0;2.67;0;2.67
01;GL;01;SO;50003-1-01-01-1260-01;7145;01-01-1260-01;2005/12/27 00:00:00.000;USD;0;5.33;0;5.33
01;GL;01;SO;50003-1-01-01-1210-01;7146;01-01-1210-01;2005/12/27 00:00:00.000;USD;5.33;0;5.33;0
01;GL;01;SO;50003-1-01-01-1260-01;7148;01-01-1260-01;2005/12/27 00:00:00.000;USD;2.67;0;2.67;0
01;GL;01;SO;50003-1-01-01-1210-01;7147;01-01-1210-01;2005/12/27 00:00:00.000;USD;0;2.67;0;2.67
01;GL;01;SO;50003-01-01-5000-01;7150;01-01-5000-01;2005/12/27 00:00:00.000;USD;2.67;0;2.67;0
01;GL;01;SO;50003-01-01-1260-01;7149;01-01-1260-01;2005/12/27 00:00:00.000;USD;0;2.67;0;2.67
01;GL;01;IN;60004-01-01-1100-01;7153;01-01-1100-01;2005/12/27 00:00:00.000;USD;10.49;0;10.49;0
01;GL;01;IN;60004-01-01-2360-01;7152;01-01-2360-01;2005/12/27 00:00:00.000;USD;0;0.5;0;0.5
01;GL;01;IN;60004-01-01-4000-01;7151;01-01-4000-01;2005/12/27 00:00:00.000;USD;0;9.99;0;9.99
01;GL;01;SO;50003-1-01-01-1260-01;7155;01-01-1260-01;2005/12/27 00:00:00.000;USD;5.33;0;5.33;0
01;GL;01;SO;50003-1-01-01-1210-01;7154;01-01-1210-01;2005/12/27 00:00:00.000;USD;0;5.33;0;5.33
01;GL;01;SO;50003-01-01-5000-01;7157;01-01-5000-01;2005/12/27 00:00:00.000;USD;5.33;0;5.33;0
01;GL;01;SO;50003-01-01-1260-01;7156;01-01-1260-01;2005/12/27 00:00:00.000;USD;0;5.33;0;5.33
01;GL;01;IN;60005-01-01-1100-01;7160;01-01-1100-01;2005/12/27 00:00:00.000;USD;20.98;0;20.98;0
01;GL;01;IN;60005-01-01-2360-01;7159;01-01-2360-01;2005/12/27 00:00:00.000;USD;0;1;0;1
01;GL;01;IN;60005-01-01-4000-01;7158;01-01-4000-01;2005/12/27 00:00:00.000;USD;0;19.98;0;19.98
01;GL;01;CR;Unapplied from C-CK2701-01-01-2440-01;7168;01-01-2440-01;2005/12/27 00:00:00.000;USD;0;86.85;0;86.85
01;GL;01;CR;C-CK2701-01-01-1000-01;7169;01-01-1000-01;2005/12/27 00:00:00.000;USD;200;0;200;0
01;GL;01;CR;I-60004-01-01-1100-01;7163;01-01-1100-01;2005/12/27 00:00:00.000;USD;0;10.49;0;10.49
01;GL;01;CR;I-60001-01-01-1100-01;7164;01-01-1100-01;2005/12/27 00:00:00.000;USD;0;60.19;0;60.19
01;GL;01;CR;I-60002-01-01-1100-01;7165;01-01-1100-01;2005/12/27 00:00:00.000;USD;0;5.5;0;5.5
01;GL;01;CR;I-60003-01-01-1100-01;7166;01-01-1100-01;2005/12/27 00:00:00.000;USD;0;15.99;0;15.99
01;GL;01;CR;I-60005-01-01-1100-01;7167;01-01-1100-01;2005/12/27 00:00:00.000;USD;0;20.98;0;20.98
01;GL;01;CM;20000-01-01-2440-01;7162;01-01-2440-01;2005/12/27 00:00:00.000;USD;86.85;0;86.85;0
01;GL;01;CM;20000-01-01-1100-01;7161;01-01-1100-01;2005/12/27 00:00:00.000;USD;0;86.85;0;86.85
01;GL;01;SO;50004-1-01-01-1260-01;7171;01-01-1260-01;2005/12/27 00:00:00.000;USD;26.67;0;26.67;0
01;GL;01;SO;50004-1-01-01-1210-01;7170;01-01-1210-01;2005/12/27 00:00:00.000;USD;0;26.67;0;26.67
01;GL;01;SO;50004-01-01-5000-01;7173;01-01-5000-01;2005/12/27 00:00:00.000;USD;26.67;0;26.67;0
01;GL;01;SO;50004-01-01-1260-01;7172;01-01-1260-01;2005/12/27 00:00:00.000;USD;0;26.67;0;26.67
01;GL;01;IN;60006-01-01-1100-01;7176;01-01-1100-01;2005/12/27 00:00:00.000;USD;104.9;0;104.9;0
01;GL;01;IN;60006-01-01-4000-01;7174;01-01-4000-01;2005/12/27 00:00:00.000;USD;0;99.9;0;99.9
01;GL;01;CR;C-MDA-011-01-01-1000-01;7177;01-01-1000-01;2005/12/27 00:00:00.000;USD;18.05;0;18.05;0
01;GL;01;CR;I-60006-01-01-1100-01;7178;01-01-1100-01;2005/12/27 00:00:00.000;USD;0;18.05;0;18.05
01;GL;01;SO;40000-1-01-01-1260-01;7180;01-01-1260-01;2005/12/27 00:00:00.000;USD;26.67;0;26.67;0
01;GL;01;SO;40000-1-01-01-1210-01;7179;01-01-1210-01;2005/12/27 00:00:00.000;USD;0;26.67;0;26.67
01;GL;01;WO;40000-1-01-01-1250-01;7182;01-01-1250-01;2005/12/28 00:00:00.000;USD;9.21;0;9.21;0
01;GL;01;WO;40000-1-01-01-1210-01;7181;01-01-1210-01;2005/12/28 00:00:00.000;USD;0;9.21;0;9.21
01;GL;01;WO;40000-1-01-01-1250-01;7184;01-01-1250-01;2005/12/28 00:00:00.000;USD;4;0;4;0
01;GL;01;WO;40000-1-01-01-1210-01;7183;01-01-1210-01;2005/12/28 00:00:00.000;USD;0;4;0;4
01;GL;01;WO;40000-1-01-01-1250-01;7186;01-01-1250-01;2005/12/28 00:00:00.000;USD;0.07;0;0.07;0
01;GL;01;WO;40000-1-01-01-1210-01;7185;01-01-1210-01;2005/12/28 00:00:00.000;USD;0;0.07;0;0.07
01;GL;01;WO;40000-1-01-01-1250-01;7188;01-01-1250-01;2005/12/28 00:00:00.000;USD;10;0;10;0
01;GL;01;WO;40000-1-01-01-1210-01;7187;01-01-1210-01;2005/12/28 00:00:00.000;USD;0;10;0;10
