COMPANY_NK;LEDGER;PROFIT_CENTER_NK;ACCOUNT_NK;PERIOD_START_DATE_NK;PERIOD_END_DATE_NK;CURRENCY_NK;DEBIT;CREDIT;BALANCE;DEBIT_LOCAL;CREDIT_LOCAL;BALANCE_LOCAL
01;GL;01;01-01-1000-01;2012/01/01;2012/01/31;USD;0;0;-4201841.47;0;0;-4201841.47
01;GL;01;01-01-1000-01;2012/02/01;2012/02/29;USD;0;0;-4201841.47;0;0;-4201841.47
01;GL;01;01-01-1000-01;2012/03/01;2012/03/31;USD;0;0;-4201841.47;0;0;-4201841.47
01;GL;01;01-01-1000-01;2012/04/01;2012/04/30;USD;0;0;-4201841.47;0;0;-4201841.47
01;GL;01;01-01-1000-01;2012/05/01;2012/05/31;USD;0;0;-4201841.47;0;0;-4201841.47
01;GL;01;01-01-1000-01;2012/06/01;2012/06/30;USD;0;0;-4201841.47;0;0;-4201841.47
01;GL;01;01-01-1000-01;2012/07/01;2012/07/31;USD;0;0;-4201841.47;0;0;-4201841.47
01;GL;01;01-01-1000-01;2012/08/01;2012/08/31;USD;0;0;-4201841.47;0;0;-4201841.47
01;GL;01;01-01-1000-01;2012/09/01;2012/09/30;USD;0;0;-4201841.47;0;0;-4201841.47
01;GL;01;01-01-1000-01;2012/10/01;2012/10/31;USD;0;0;-4201841.47;0;0;-4201841.47
01;GL;01;01-01-1000-01;2012/11/01;2012/11/30;USD;0;0;-4201841.47;0;0;-4201841.47
01;GL;01;01-01-1000-01;2012/12/01;2012/12/31;USD;0;0;-4201841.47;0;0;-4201841.47
01;GL;01;01-01-3030-01;2005/11/01;2005/11/30;USD;0;0;5000;0;0;5000
01;GL;01;01-01-3030-01;2005/12/01;2005/12/31;USD;0;0;5000;0;0;5000
01;GL;01;01-01-3030-01;2012/01/01;2012/01/31;USD;0;0;3834455.79;0;0;3834455.79
01;GL;01;01-01-3030-01;2012/02/01;2012/02/29;USD;0;0;3834455.79;0;0;3834455.79
01;GL;01;01-01-3030-01;2012/03/01;2012/03/31;USD;0;0;3834455.79;0;0;3834455.79
01;GL;01;01-01-3030-01;2012/04/01;2012/04/30;USD;0;0;3834455.79;0;0;3834455.79
01;GL;01;01-01-3030-01;2012/05/01;2012/05/31;USD;0;0;3834455.79;0;0;3834455.79
01;GL;01;01-01-3030-01;2012/06/01;2012/06/30;USD;0;0;3834455.79;0;0;3834455.79
01;GL;01;01-01-4010-01;2010/06/01;2010/06/30;USD;0;0;2025;0;0;2025
01;GL;01;01-01-4010-01;2010/07/01;2010/07/31;USD;0;0;2025;0;0;2025
01;GL;01;01-01-4010-01;2011/07/01;2011/07/31;USD;0;0;103350;0;0;103350
01;GL;01;01-01-4010-01;2011/08/01;2011/08/31;USD;0;0;103350;0;0;103350
01;GL;01;01-01-4010-01;2011/09/01;2011/09/30;USD;0;0;103350;0;0;103350
01;GL;01;01-01-4010-01;2011/10/01;2011/10/31;USD;0;0;103350;0;0;103350
01;GL;01;01-01-4010-01;2011/11/01;2011/11/30;USD;0;0;103350;0;0;103350
01;GL;01;01-01-4010-01;2011/12/01;2011/12/31;USD;0;0;103350;0;0;103350
01;GL;01;01-01-1280-01;2009/09/01;2009/09/30;USD;821.55;821.55;0;821.55;821.55;0
01;GL;01;01-01-6050-01;2007/11/01;2007/11/30;USD;0;0;-1000;0;0;-1000
01;GL;01;01-01-2320-01;2008/08/01;2008/08/31;USD;0;0;4543.27;0;0;4543.27
01;GL;01;01-01-2000-01;2011/07/01;2011/07/31;USD;1000;0;-1000;1000;0;-1000
01;GL;01;01-01-2000-01;2011/08/01;2011/08/31;USD;0;0;-1000;0;0;-1000
01;GL;01;01-01-2000-01;2011/09/01;2011/09/30;USD;0;0;-1000;0;0;-1000
01;GL;01;01-01-2000-01;2011/10/01;2011/10/31;USD;0;0;-1000;0;0;-1000
01;GL;01;01-01-2000-01;2011/11/01;2011/11/30;USD;0;0;-1000;0;0;-1000
01;GL;01;01-01-2000-01;2011/12/01;2011/12/31;USD;0;0;-1000;0;0;-1000
01;GL;01;01-01-2000-01;2012/01/01;2012/01/31;USD;0;0;-1000;0;0;-1000
01;GL;01;01-01-2000-01;2012/02/01;2012/02/29;USD;0;0;-1000;0;0;-1000
01;GL;01;01-01-2000-01;2012/03/01;2012/03/31;USD;0;0;-1000;0;0;-1000
01;GL;01;01-01-2000-01;2012/04/01;2012/04/30;USD;0;0;-1000;0;0;-1000
01;GL;01;01-01-1215-01;2007/01/01;2007/01/31;USD;100;0;-100;100;0;-100
01;GL;01;01-01-1215-01;2007/02/01;2007/02/28;USD;0;0;-100;0;0;-100
01;GL;01;01-01-1215-01;2008/04/01;2008/04/30;USD;2306.25;5407;-21015.06;2306.25;5407;-21015.06
01;GL;01;01-01-4000-01;2005/01/01;2005/09/30;USD;2000;8000;6000;2000;8000;6000
01;GL;01;01-01-4005-01;2011/08/01;2011/08/31;USD;0;0;733038.42;0;0;733038.42
01;GL;01;01-01-4005-01;2011/09/01;2011/09/30;USD;0;0;733038.42;0;0;733038.42
01;GL;01;01-01-4005-01;2011/10/01;2011/10/31;USD;0;0;733038.42;0;0;733038.42
01;GL;01;01-01-4005-01;2011/11/01;2011/11/30;USD;0;0;733038.42;0;0;733038.42
01;GL;01;01-01-4005-01;2011/12/01;2011/12/31;USD;0;0;733038.42;0;0;733038.42
01;GL;01;01-01-8910-01;2011/06/01;2011/06/30;USD;0;77000;77000;0;77000;77000
01;GL;01;01-01-8910-01;2011/07/01;2011/07/31;USD;0;0;77000;0;0;77000
01;GL;01;01-01-8910-01;2011/08/01;2011/08/31;USD;0;0;77000;0;0;77000
01;GL;01;01-01-8910-01;2011/09/01;2011/09/30;USD;0;0;77000;0;0;77000
01;GL;01;01-01-8910-01;2011/10/01;2011/10/31;USD;0;0;77000;0;0;77000
01;GL;01;01-01-8910-01;2011/11/01;2011/11/30;USD;0;0;77000;0;0;77000
01;GL;01;01-01-8910-01;2011/12/01;2011/12/31;USD;0;0;77000;0;0;77000
01;GL;01;01-01-8910-01;2005/12/01;2005/12/31;USD;25;15;-10;25;15;-10
01;GL;01;01-01-8910-01;2010/10/01;2010/10/31;USD;0;0;1900;0;0;1900
01;GL;01;01-01-5000-01;2011/11/01;2011/11/30;USD;0;0;-429654.1;0;0;-429654.1
01;GL;02;01-02-1240-01;2009/10/01;2009/10/31;USD;153.81;102.54;-795.61;153.81;102.54;-795.61
01;GL;02;01-02-1240-01;2010/04/01;2010/04/30;USD;0;0;-790.49;0;0;-790.49
01;GL;02;01-02-1240-01;2010/05/01;2010/05/31;USD;0;0;-790.49;0;0;-790.49
01;GL;02;01-02-1240-01;2010/06/01;2010/06/30;USD;0;0;-790.49;0;0;-790.49
01;GL;02;01-02-1240-01;2010/07/01;2010/07/31;USD;0;0;-790.49;0;0;-790.49
01;GL;02;01-02-1240-01;2010/08/01;2010/08/31;USD;0;0;-790.49;0;0;-790.49
01;GL;02;01-02-1240-01;2010/09/01;2010/09/30;USD;0;0;-790.49;0;0;-790.49
01;GL;02;01-02-1240-01;2010/10/01;2010/10/31;USD;0;0;-790.49;0;0;-790.49
01;GL;01;01-01-2330-01;2012/11/01;2012/11/30;USD;0;0;3400;0;0;3400
01;GL;01;01-01-2330-01;2012/12/01;2012/12/31;USD;0;0;3400;0;0;3400
01;GL;01;01-01-8930-01;2005/12/01;2005/12/31;USD;1.07;0;-1.07;1.07;0;-1.07
01;GL;01;01-01-8990-01;2011/12/01;2011/12/31;USD;0;0;1228.17;0;0;1228.17
01;GL;01;01-01-2210-01;2011/01/01;2011/01/31;USD;0;0;20227.65;0;0;20227.65
01;GL;01;01-01-2210-01;2011/02/01;2011/02/28;USD;0;0;20227.65;0;0;20227.65
01;GL;01;01-01-2210-01;2011/03/01;2011/03/31;USD;20227.65;21450;21450;20227.65;21450;21450
01;GL;01;01-01-2210-01;2011/04/01;2011/04/30;USD;21450;0;0;21450;0;0
01;GL;01;01-01-5000-01;2005/10/01;2005/10/31;USD;1000;0;-4000;1000;0;-4000
01;GL;01;01-01-5000-01;2011/09/01;2011/09/30;USD;0;0;-429654.1;0;0;-429654.1
01;GL;01;01-01-5000-01;2011/10/01;2011/10/31;USD;0;0;-429654.1;0;0;-429654.1
01;GL;01;01-01-5000-01;2006/05/01;2006/05/31;USD;15000;0;-48872.99;15000;0;-48872.99
01;GL;01;01-01-5000-01;2006/06/01;2006/06/30;USD;215000;0;-263872.99;215000;0;-263872.99
01;GL;01;01-01-5000-01;2006/07/01;2006/07/31;USD;150492.36;0;-414365.35;150492.36;0;-414365.35
01;GL;01;01-01-5000-01;2006/08/01;2006/08/31;USD;150000;0;-564365.35;150000;0;-564365.35
01;GL;01;01-01-5000-01;2006/10/01;2006/10/31;USD;30638.18;0;-610003.53;30638.18;0;-610003.53
01;GL;01;01-01-5000-01;2006/11/01;2006/11/30;USD;15000;0;-625003.53;15000;0;-625003.53
01;GL;01;01-01-5000-01;2007/02/01;2007/02/28;USD;16276.36;0;-31914.54;16276.36;0;-31914.54
01;GL;01;01-01-5000-01;2007/03/01;2007/03/31;USD;15000;0;-46914.54;15000;0;-46914.54
01;GL;01;01-01-5000-01;2007/04/01;2007/04/30;USD;6381.8;0;-53296.34;6381.8;0;-53296.34
01;GL;01;01-01-5000-01;2007/05/01;2007/05/31;USD;3829.08;0;-57125.42;3829.08;0;-57125.42
01;GL;01;01-01-5000-01;2007/06/01;2007/06/30;USD;15000;0;-72125.42;15000;0;-72125.42
01;GL;01;01-01-5000-01;2007/07/01;2007/07/31;USD;15000;0;-87125.42;15000;0;-87125.42
01;GL;01;01-01-5000-01;2007/08/01;2007/08/31;USD;15638.18;0;-102763.6;15638.18;0;-102763.6
01;GL;01;01-01-5000-01;2007/09/01;2007/09/30;USD;45888.18;0;-148651.78;45888.18;0;-148651.78
01;GL;01;01-01-5000-01;2007/10/01;2007/10/31;USD;45250;0;-193901.78;45250;0;-193901.78
01;GL;01;01-01-5000-01;2007/11/01;2007/11/30;USD;45250;0;-239151.78;45250;0;-239151.78
01;GL;01;01-01-5000-01;2007/12/01;2007/12/31;USD;35322.14;0;-274473.92;35322.14;0;-274473.92
01;GL;01;01-01-5000-01;2011/05/01;2011/05/31;USD;0;0;-99654.1;0;0;-99654.1
01;GL;01;01-01-5000-01;2011/06/01;2011/06/30;USD;330000;0;-429654.1;330000;0;-429654.1
01;GL;01;01-01-5000-01;2011/07/01;2011/07/31;USD;0;0;-429654.1;0;0;-429654.1
01;GL;01;01-01-5000-01;2011/08/01;2011/08/31;USD;0;0;-429654.1;0;0;-429654.1
01;GL;01;01-01-1500-01;2012/01/01;2012/01/31;USD;0;0;-145999.79;0;0;-145999.79
01;GL;01;01-01-1500-01;2012/02/01;2012/02/29;USD;0;0;-145999.79;0;0;-145999.79
01;GL;01;01-01-1500-01;2012/03/01;2012/03/31;USD;0;0;-145999.79;0;0;-145999.79
01;GL;01;01-01-1500-01;2012/04/01;2012/04/30;USD;0;0;-145999.79;0;0;-145999.79
01;GL;01;01-01-1500-01;2012/05/01;2012/05/31;USD;0;0;-145999.79;0;0;-145999.79
01;GL;01;01-01-1500-01;2012/06/01;2012/06/30;USD;0;0;-145999.79;0;0;-145999.79
01;GL;01;01-01-1500-01;2012/07/01;2012/07/31;USD;0;0;-145999.79;0;0;-145999.79
01;GL;01;01-01-1500-01;2012/08/01;2012/08/31;USD;0;0;-145999.79;0;0;-145999.79
01;GL;01;01-01-1500-01;2012/09/01;2012/09/30;USD;0;0;-145999.79;0;0;-145999.79
01;GL;01;01-01-1500-01;2012/10/01;2012/10/31;USD;0;0;-145999.79;0;0;-145999.79
01;GL;01;01-01-1500-01;2012/11/01;2012/11/30;USD;0;0;-145999.79;0;0;-145999.79
01;GL;01;01-01-1500-01;2012/12/01;2012/12/31;USD;0;0;-145999.79;0;0;-145999.79
01;GL;01;01-01-3010-01;2012/01/01;2012/01/31;USD;0;0;1419999.99;0;0;1419999.99
01;GL;01;01-01-3010-01;2012/02/01;2012/02/29;USD;0;0;1419999.99;0;0;1419999.99
01;GL;01;01-01-6750-01;2007/09/01;2007/09/30;USD;0;0;-1000;0;0;-1000
01;GL;01;01-01-6750-01;2007/10/01;2007/10/31;USD;0;0;-1000;0;0;-1000
01;GL;01;01-01-3010-01;2012/10/01;2012/10/31;USD;0;0;1419999.99;0;0;1419999.99
01;GL;01;01-01-3010-01;2012/11/01;2012/11/30;USD;0;0;1419999.99;0;0;1419999.99
01;GL;01;01-01-3010-01;2012/12/01;2012/12/31;USD;0;0;1419999.99;0;0;1419999.99
01;GL;01;01-01-2700-01;2012/01/01;2012/01/31;USD;0;0;40000;0;0;40000
01;GL;01;01-01-2700-01;2012/02/01;2012/02/29;USD;0;0;40000;0;0;40000
01;GL;01;01-01-2700-01;2012/03/01;2012/03/31;USD;0;0;40000;0;0;40000
01;GL;01;01-01-2700-01;2012/04/01;2012/04/30;USD;0;0;40000;0;0;40000
01;GL;01;01-01-2700-01;2012/05/01;2012/05/31;USD;0;0;40000;0;0;40000
01;GL;01;01-01-2700-01;2012/06/01;2012/06/30;USD;0;0;40000;0;0;40000
01;GL;01;01-01-2700-01;2012/07/01;2012/07/31;USD;0;0;40000;0;0;40000
01;GL;01;01-01-2700-01;2012/08/01;2012/08/31;USD;0;0;40000;0;0;40000
01;GL;01;01-01-2700-01;2012/09/01;2012/09/30;USD;0;0;40000;0;0;40000
01;GL;01;01-01-2700-01;2012/10/01;2012/10/31;USD;0;0;40000;0;0;40000
01;GL;01;01-01-2700-01;2012/11/01;2012/11/30;USD;0;0;40000;0;0;40000
01;GL;01;01-01-2700-01;2012/12/01;2012/12/31;USD;0;0;40000;0;0;40000
01;GL;01;01-01-6000-01;2005/11/01;2005/11/30;USD;500;0;-500;500;0;-500
01;GL;01;01-01-6000-01;2005/12/01;2005/12/31;USD;200;0;-700;200;0;-700
01;GL;01;01-01-3010-01;2005/10/01;2005/10/31;USD;0;10000;20000;0;10000;20000
01;GL;01;01-01-6050-01;2007/04/01;2007/04/30;USD;0;0;-1000;0;0;-1000
01;GL;01;01-01-6050-01;2007/05/01;2007/05/31;USD;0;0;-1000;0;0;-1000
01;GL;01;01-01-6050-01;2007/06/01;2007/06/30;USD;0;0;-1000;0;0;-1000
01;GL;01;01-01-6050-01;2007/07/01;2007/07/31;USD;0;0;-1000;0;0;-1000
01;GL;01;01-01-6050-01;2007/09/01;2007/09/30;USD;0;0;-1000;0;0;-1000
01;GL;01;01-01-6050-01;2007/10/01;2007/10/31;USD;0;0;-1000;0;0;-1000
01;GL;01;01-01-1020-01;2011/09/01;2011/09/30;USD;0;0;-1456338.03;0;0;-1456338.03
01;GL;01;01-01-1020-01;2011/10/01;2011/10/31;USD;0;0;-1456338.03;0;0;-1456338.03
01;GL;01;01-01-1020-01;2011/11/01;2011/11/30;USD;0;0;-1456338.03;0;0;-1456338.03
01;GL;01;01-01-1020-01;2011/12/01;2011/12/31;USD;0;0;-1456338.03;0;0;-1456338.03
01;GL;01;01-01-1020-01;2012/01/01;2012/01/31;USD;0;0;-1456338.03;0;0;-1456338.03
01;GL;01;01-01-1020-01;2012/02/01;2012/02/29;USD;0;0;-1456338.03;0;0;-1456338.03
01;GL;01;01-01-3030-01;2012/07/01;2012/07/31;USD;0;0;3834455.79;0;0;3834455.79
01;GL;01;01-01-3030-01;2012/08/01;2012/08/31;USD;0;0;3834455.79;0;0;3834455.79
01;GL;01;01-01-3030-01;2012/09/01;2012/09/30;USD;0;0;3834455.79;0;0;3834455.79
01;GL;01;01-01-3030-01;2012/10/01;2012/10/31;USD;0;0;3834455.79;0;0;3834455.79
01;GL;01;01-01-3030-01;2012/11/01;2012/11/30;USD;0;0;3834455.79;0;0;3834455.79
01;GL;01;01-01-3030-01;2012/12/01;2012/12/31;USD;0;0;3834455.79;0;0;3834455.79
01;GL;01;01-01-4060-01;2011/03/01;2011/03/31;USD;0;1500;1500;0;1500;1500
01;GL;01;01-01-4950-01;2010/01/01;2010/01/31;USD;12.06;12.06;0;12.06;12.06;0
01;GL;01;01-01-2320-01;2012/09/01;2012/09/30;USD;0;0;20216.12;0;0;20216.12
01;GL;01;01-01-2320-01;2012/10/01;2012/10/31;USD;0;0;20216.12;0;0;20216.12
01;GL;01;01-01-2320-01;2012/11/01;2012/11/30;USD;0;0;20216.12;0;0;20216.12
01;GL;01;01-01-2320-01;2012/12/01;2012/12/31;USD;0;0;20216.12;0;0;20216.12
01;GL;01;01-01-1020-01;2011/07/01;2011/07/31;USD;0;0;-1456338.03;0;0;-1456338.03
01;GL;01;01-01-1020-01;2011/08/01;2011/08/31;USD;0;0;-1456338.03;0;0;-1456338.03
01;GL;01;01-01-4810-01;2011/06/01;2011/06/30;USD;2970;0;-10591.47;2970;0;-10591.47
01;GL;01;01-01-4810-01;2011/07/01;2011/07/31;USD;0;0;-10591.47;0;0;-10591.47
01;GL;01;01-01-4810-01;2011/08/01;2011/08/31;USD;0;0;-10591.47;0;0;-10591.47
01;GL;01;01-01-4800-01;2011/08/01;2011/08/31;USD;0;0;-185150;0;0;-185150
01;GL;01;01-01-4800-01;2011/09/01;2011/09/30;USD;0;0;-185150;0;0;-185150
01;GL;01;01-01-4800-01;2011/10/01;2011/10/31;USD;0;0;-185150;0;0;-185150
01;GL;01;01-01-4800-01;2011/11/01;2011/11/30;USD;0;0;-185150;0;0;-185150
01;GL;01;01-01-4800-01;2011/12/01;2011/12/31;USD;0;0;-185150;0;0;-185150
01;GL;01;01-01-4900-01;2009/07/01;2009/07/31;USD;0;0;863.6;0;0;863.6
01;GL;01;01-01-2700-01;2006/03/01;2006/03/31;USD;0;0;5000;0;0;5000
01;GL;01;01-01-1000-01;2005/12/01;2005/12/31;USD;1015210.71;23988.6;-1009222.11;1015210.71;23988.6;-1009222.11
01;GL;01;01-01-1000-01;2007/04/01;2007/04/30;USD;44811.5;1700;-2578626.47;44811.5;1700;-2578626.47
01;GL;01;01-01-1000-01;2007/05/01;2007/05/31;USD;12754.61;4276.5;-2587104.58;12754.61;4276.5;-2587104.58
01;GL;01;01-01-1400-01;2011/02/01;2011/02/28;USD;0;0;100;0;0;100
01;GL;01;01-01-1400-01;2011/03/01;2011/03/31;USD;0;0;100;0;0;100
01;GL;01;01-01-1400-01;2011/04/01;2011/04/30;USD;0;0;100;0;0;100
01;GL;01;01-01-1400-01;2011/05/01;2011/05/31;USD;0;0;100;0;0;100
01;GL;01;01-01-1400-01;2011/06/01;2011/06/30;USD;0;0;100;0;0;100
01;GL;01;01-01-1400-01;2011/07/01;2011/07/31;USD;0;1000;1100;0;1000;1100
01;GL;01;01-01-1400-01;2011/08/01;2011/08/31;USD;0;0;1100;0;0;1100
01;GL;01;01-01-1400-01;2011/09/01;2011/09/30;USD;0;0;1100;0;0;1100
01;GL;01;01-01-1400-01;2011/10/01;2011/10/31;USD;0;0;1100;0;0;1100
01;GL;01;01-01-1400-01;2011/11/01;2011/11/30;USD;0;0;1100;0;0;1100
01;GL;01;01-01-1400-01;2011/12/01;2011/12/31;USD;0;0;1100;0;0;1100
01;GL;01;01-01-1400-01;2012/01/01;2012/01/31;USD;0;0;1100;0;0;1100
01;GL;01;01-01-4810-01;2011/09/01;2011/09/30;USD;0;0;-10591.47;0;0;-10591.47
01;GL;01;01-01-4810-01;2011/10/01;2011/10/31;USD;0;0;-10591.47;0;0;-10591.47
01;GL;01;01-01-4810-01;2011/11/01;2011/11/30;USD;0;0;-10591.47;0;0;-10591.47
01;GL;01;01-01-4810-01;2011/12/01;2011/12/31;USD;0;0;-10591.47;0;0;-10591.47
01;GL;01;01-01-1500-01;2006/12/01;2006/12/31;USD;0;0;-1000;0;0;-1000
01;GL;01;01-01-2330-01;2011/05/01;2011/05/31;USD;0;0;3400;0;0;3400
01;GL;01;01-01-2330-01;2011/06/01;2011/06/30;USD;0;0;3400;0;0;3400
01;GL;01;01-01-2330-01;2011/07/01;2011/07/31;USD;0;0;3400;0;0;3400
01;GL;01;01-01-2330-01;2011/08/01;2011/08/31;USD;0;0;3400;0;0;3400
01;GL;01;01-01-2330-01;2011/09/01;2011/09/30;USD;0;0;3400;0;0;3400
01;GL;01;01-01-2330-01;2011/10/01;2011/10/31;USD;0;0;3400;0;0;3400
01;GL;01;01-01-2330-01;2011/11/01;2011/11/30;USD;0;0;3400;0;0;3400
01;GL;01;01-01-2330-01;2011/12/01;2011/12/31;USD;0;0;3400;0;0;3400
01;GL;01;01-01-2330-01;2012/01/01;2012/01/31;USD;0;0;3400;0;0;3400
01;GL;01;01-01-2330-01;2012/02/01;2012/02/29;USD;0;0;3400;0;0;3400
01;GL;01;01-01-2330-01;2012/03/01;2012/03/31;USD;0;0;3400;0;0;3400
01;GL;01;01-01-2330-01;2012/04/01;2012/04/30;USD;0;0;3400;0;0;3400
01;GL;01;01-01-2330-01;2012/05/01;2012/05/31;USD;0;0;3400;0;0;3400
01;GL;01;01-01-2330-01;2012/06/01;2012/06/30;USD;0;0;3400;0;0;3400
01;GL;01;01-01-2330-01;2012/07/01;2012/07/31;USD;0;0;3400;0;0;3400
01;GL;01;01-01-2330-01;2012/08/01;2012/08/31;USD;0;0;3400;0;0;3400
01;GL;01;01-01-2330-01;2012/09/01;2012/09/30;USD;0;0;3400;0;0;3400
01;GL;01;01-01-2330-01;2012/10/01;2012/10/31;USD;0;0;3400;0;0;3400
01;GL;01;01-01-3010-01;2005/11/01;2005/11/30;USD;0;0;20000;0;0;20000
01;GL;01;01-01-3010-01;2005/12/01;2005/12/31;USD;0;1000000;1020000;0;1000000;1020000
01;GL;01;01-01-2000-01;2006/04/01;2006/04/30;USD;0;0;262.95;0;0;262.95
01;GL;01;01-01-2000-01;2011/01/01;2011/01/31;USD;0;0;22956.05;0;0;22956.05
01;GL;01;01-01-2000-01;2011/02/01;2011/02/28;USD;0;0;22956.05;0;0;22956.05
01;GL;01;01-01-2000-01;2011/03/01;2011/03/31;USD;134030.05;111074;0;134030.05;111074;0
01;GL;01;01-01-2000-01;2011/04/01;2011/04/30;USD;25800;26355;555;25800;26355;555
01;GL;01;01-01-2000-01;2011/05/01;2011/05/31;USD;113000;113000;555;113000;113000;555
01;GL;01;01-01-2000-01;2011/06/01;2011/06/30;USD;146555;146000;0;146555;146000;0
01;GL;01;01-01-2000-01;2012/05/01;2012/05/31;USD;0;0;-1000;0;0;-1000
01;GL;01;01-01-2000-01;2012/06/01;2012/06/30;USD;0;0;-1000;0;0;-1000
01;GL;01;01-01-2000-01;2012/07/01;2012/07/31;USD;0;0;-1000;0;0;-1000
01;GL;01;01-01-2000-01;2012/08/01;2012/08/31;USD;0;0;-1000;0;0;-1000
01;GL;01;01-01-4800-01;2009/09/01;2009/09/30;USD;20244;20125;-119;20244;20125;-119
01;GL;01;01-01-4800-01;2009/10/01;2009/10/31;USD;0;0;-119;0;0;-119
01;GL;01;01-01-1930-01;2009/09/01;2009/09/30;USD;25.63;26.2;0.57;25.63;26.2;0.57
01;GL;01;01-01-1930-01;2009/10/01;2009/10/31;USD;0;0;0.57;0;0;0.57
01;GL;01;01-01-1930-01;2009/11/01;2009/11/30;USD;0;0;0.57;0;0;0.57
01;GL;01;01-01-1930-01;2009/12/01;2009/12/31;USD;0;0;0.57;0;0;0.57
01;GL;01;01-01-1930-01;2010/01/01;2010/01/31;USD;0;0;0.57;0;0;0.57
01;GL;01;01-01-1930-01;2010/08/01;2010/08/31;USD;0;0;0.57;0;0;0.57
01;GL;01;01-01-1930-01;2010/12/01;2010/12/31;USD;0;0;0.57;0;0;0.57
01;GL;01;01-01-3010-01;2012/03/01;2012/03/31;USD;0;0;1419999.99;0;0;1419999.99
01;GL;01;01-01-1460-01;2006/03/01;2006/03/31;USD;0;0;22;0;0;22
01;GL;01;01-01-1460-01;2006/06/01;2006/06/30;USD;0;0;22;0;0;22
01;GL;01;01-01-1460-01;2006/07/01;2006/07/31;USD;3;22;41;3;22;41
01;GL;01;01-01-1460-01;2006/08/01;2006/08/31;USD;0;0;41;0;0;41
01;GL;01;01-01-1460-01;2006/09/01;2006/09/30;USD;0;0;41;0;0;41
01;GL;02;01-02-1240-01;2011/03/01;2011/03/31;USD;0;0;-790.49;0;0;-790.49
01;GL;02;01-02-1240-01;2011/04/01;2011/04/30;USD;0;0;-790.49;0;0;-790.49
01;GL;02;01-02-1240-01;2011/05/01;2011/05/31;USD;0;0;-790.49;0;0;-790.49
01;GL;02;01-02-1240-01;2011/06/01;2011/06/30;USD;0;0;-790.49;0;0;-790.49
01;GL;01;01-01-8910-01;2010/09/01;2010/09/30;USD;0;0;1900;0;0;1900
01;GL;01;01-01-8910-01;2010/11/01;2010/11/30;USD;0;0;1900;0;0;1900
