ID_Document_NK;ID_Trans_Doc_NK;Line_NK;Issue_Date;Promise_Date;Amount;Amount_Local;Amount_List;Amount_List_Local;Quantity_Order;Cost;Customer;Company;Item;Local_Currency;Division;Business_Unit;Account_Rep;Profit_Center;Ship_City;Ship_Region;Ship_Country;Bill_City;Bill_Region;Bill_Country
50164;50164;50164-2;05/30/2007;05/30/2007; 4050.0; 4050.0; 4025.0; 4025.0; 100.0; 6.3818;TTOYS;01;STOCKCAR1;USD;Unspecified;Unspecified;1000;Unspecified;CLEMMONS;NC;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50165;50165;50165-1;09/21/2007;09/21/2007; 950.0; 950.0; 950.0; 950.0; 100.0; 6.3818;TTOYS;01;YTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50008;50008;50008-1;01/09/2006;01/09/2006; 950.0; 950.0; 950.0; 950.0; 100.0; 2.6668;TTOYS;01;YTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50001;50001;50001-1;12/27/2005;12/27/2005; 950.0; 950.0; 950.0; 950.0; 100.0; 2.6668;TTOYS;01;YTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;VA;22201;UNITED STATES;VIRGINIA;22209;UNITED STATES
50009;50009;50009-1;01/09/2006;01/09/2006; 99.9; 99.9; 99.9; 99.9; 10.0; 2.6668;TTOYS;01;YTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50002;50002;50002-1;12/27/2005;12/27/2005; 49.95; 49.95; 49.95; 49.95; 5.0; 2.6668;TTOYS;01;YTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;VA;22201;UNITED STATES;VIRGINIA;22209;UNITED STATES
50030;50030;50030-1;01/09/2006;01/09/2006; 99.9; 99.9; 99.9; 99.9; 10.0; 2.6668;TTOYS;01;YTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50003;50003;50003-1;12/27/2005;12/27/2005; 49.95; 49.95; 49.95; 49.95; 5.0; 2.6668;TTOYS;01;YTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;VA;22201;UNITED STATES;VIRGINIA;22209;UNITED STATES
50031;50031;50031-1;01/09/2006;01/09/2006; 99.9; 99.9; 99.9; 99.9; 10.0; 2.6668;TTOYS;01;YTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50004;50004;50004-1;12/27/2005;12/27/2005; 99.9; 99.9; 99.9; 99.9; 10.0; 2.6668;TTOYS;01;YTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;VIRGINIA;22209;UNITED STATES;VIRGINIA;22209;UNITED STATES
40000;40000;40000-2;12/27/2005;12/27/2005; 9.99; 9.99; 9.99; 9.99; 1.0; 2.6668;TTOYS;01;YTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;VIRGINIA;22209;UNITED STATES
50005;50005;50005-1;12/29/2005;12/29/2005; 3505.5; 3505.5; 3505.5; 3505.5; 369.0; 2.6668;TTOYS;01;YTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50039;50039;50039-1;01/11/2006;01/11/2006; 499.5; 499.5; 499.5; 499.5; 50.0; 2.4618;TTOYS;01;YTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50040;50040;50040-1;01/11/2006;01/11/2006; 99.9; 99.9; 99.9; 99.9; 10.0; 2.4618;TTOYS;01;YTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50041;50041;50041-1;01/11/2006;01/11/2006; 99.9; 99.9; 99.9; 99.9; 10.0; 2.4618;TTOYS;01;YTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50037;50037;50037-4;01/11/2006;01/11/2006; 98.91; 98.91; 98.91; 98.91; 10.0; 2.014;TTOYS;01;WTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;WALNUT HILLS;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50037;50037;50037-2;01/11/2006;01/11/2006; 98.91; 98.91; 98.91; 98.91; 10.0; 2.014;TTOYS;01;WTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;WALNUT HILLS;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50037;50037;50037-3;01/11/2006;01/11/2006; 99.9; 99.9; 99.9; 99.9; 10.0; 2.014;TTOYS;01;YTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;WALNUT HILLS;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50043;50043;50043-1;01/13/2006;01/13/2006; 950.0; 950.0; 950.0; 950.0; 100.0; 2.4618;TTOYS;01;YTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50045;50045;50045-1;01/13/2006;01/13/2006; 98.91; 98.91; 98.91; 98.91; 10.0; 2.4618;TTOYS;01;WTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50046;50046;50046-1;01/13/2006;01/13/2006; 950.0; 950.0; 950.0; 950.0; 100.0; 2.4618;TTOYS;01;YTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50148;50148;50148-1;01/30/2006;01/30/2006; 950.0; 950.0; 950.0; 950.0; 100.0; 2.4618;TTOYS;01;YTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50174;50174;50174-1;04/04/2008;04/04/2008; 10440.53; 10440.53; 10440.53; 10440.53; 1000.0; 6.3818;XTRM;01;WTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;Unspecified;Unspecified;UNITED STATES;READING;BERKSHIRE;UNITED KINGDOM
50172;50172;50172-1;03/05/2008;03/14/2008; 950.0; 950.0; 950.0; 950.0; 100.0; 6.3818;TTOYS;01;YTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50173;50173;50173-1;03/05/2008;03/12/2008; 0.0; 0.0; 0.0; 0.0; 1.0; 16.3818;TTOYS;01;STRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50169;50169;50169-1;03/04/2008;03/04/2008; 267.3; 267.3; 267.3; 267.3; 3.0; 16.3818;TTOYS;01;STRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50169;50169;50169-2;03/04/2008;03/04/2008; 950.0; 950.0; 950.0; 950.0; 100.0; 6.3818;TTOYS;01;YTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50170;50170;50170-1;03/04/2008;03/11/2008; 0.0; 0.0; 0.0; 0.0; 1.0; 16.3818;TTOYS;01;STRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50171;50171;50171-1;03/04/2008;03/11/2008; 0.0; 0.0; 0.0; 0.0; 1.0; 16.3818;XTRM;01;STRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;Unspecified;Unspecified;UNITED STATES;READING;BERKSHIRE;UNITED KINGDOM
50171;50171;50171-2;03/04/2008;03/04/2008; 89.25; 89.25; 0.0; 0.0; 1.0; 16.3818;XTRM;01;STRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;Unspecified;Unspecified;UNITED STATES;READING;BERKSHIRE;UNITED KINGDOM
50175;50175;50175-1;06/12/2008;06/12/2008; 42.75; 42.75; 42.75; 42.75; 1.0; 6.3818;XTRM;01;STOCKCAR1;USD;Unspecified;Unspecified;1000;Unspecified;READING;BERKSHIRE;UNITED KINGDOM;READING;BERKSHIRE;UNITED KINGDOM
50177;50177;50177-1;06/12/2008;06/12/2008; 490.0; 490.0; 490.0; 490.0; 0.5; 1.8634;XTRM;01;YTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;READING;BERKSHIRE;UNITED KINGDOM;READING;BERKSHIRE;UNITED KINGDOM
50178;50178;50178-1;06/18/2008;06/18/2008; 3105.0; 3105.0; 3105.0; 3105.0; 100.0; 0.0;TTOYS;01;CTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50179;50179;50179-1;06/19/2008;06/19/2008; 32429.79; 32429.79; 32429.79; 32429.79; 1000.0; 0.0;XTRM;01;CTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;READING;BERKSHIRE;UNITED KINGDOM;READING;BERKSHIRE;UNITED KINGDOM
50179;50179;50179-2;06/19/2008;06/19/2008; 9249.96; 9249.96; 9249.96; 9249.96; 1000.0; 1.8634;XTRM;01;YTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;READING;BERKSHIRE;UNITED KINGDOM;READING;BERKSHIRE;UNITED KINGDOM
50179;50179;50179-3;06/19/2008;06/19/2008; 42299.89; 42299.89; 42299.89; 42299.89; 1000.0; 8.3482;XTRM;01;STOCKCAR1;USD;Unspecified;Unspecified;1000;Unspecified;READING;BERKSHIRE;UNITED KINGDOM;READING;BERKSHIRE;UNITED KINGDOM
50180;50180;50180-1;06/19/2008;06/19/2008; 2851.2; 2851.2; 2851.2; 2851.2; 99.0; 0.0;TTOYS;01;CTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50181;50181;50181-1;06/20/2008;06/20/2008; 89.1; 89.1; 89.1; 89.1; 1.0; 11.8634;TTOYS;01;STRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50182;50182;50182-1;06/20/2008;06/20/2008; 950.0; 950.0; 950.0; 950.0; 100.0; 2.5634;TTOYS;01;YTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
40006;40006;40006-1;08/31/2007;08/31/2007; 950.0; 950.0; 950.0; 950.0; 100.0; 0.0;TTOYS;01;YTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
40007;40007;40007-1;12/14/2007;12/14/2007; 46374.49; 46374.49; 46374.49; 46374.49; 5000.0; 0.0;XTRM;01;YTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;READING;BERKSHIRE;UNITED KINGDOM;READING;BERKSHIRE;UNITED KINGDOM
40007;40007;40007-2;12/14/2007;12/14/2007; 5234.32; 5234.32; 5234.32; 5234.32; 500.0; 0.0;XTRM;01;RTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;READING;BERKSHIRE;UNITED KINGDOM;READING;BERKSHIRE;UNITED KINGDOM
40008;40008;40008-1;12/20/2007;12/20/2007; 476.28; 476.28; 558.0; 558.0; 10.0; 0.0;XTRM;01;REPAIRT1;USD;Unspecified;Unspecified;1000;Unspecified;READING;BERKSHIRE;UNITED KINGDOM;READING;BERKSHIRE;UNITED KINGDOM
40000;40000;40000-1;12/27/2005;12/27/2005; 99.9; 99.9; 99.9; 99.9; 10.0; 0.0;TTOYS;01;YTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;VIRGINIA;22209;UNITED STATES
40005;40005;40005-1;01/13/2006;01/13/2006; 98.91; 98.91; 98.91; 98.91; 10.0; 0.0;TTOYS;01;WTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50183;50183;50183-3;09/08/2008;09/08/2008; 29673.0; 29673.0; 45000.0; 45000.0; 3000.0; 2.5678;TTOYS;01;WTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50183;50183;50183-2;09/08/2008;09/08/2008; 39564.0; 39564.0; 39564.0; 39564.0; 4000.0; 2.5678;TTOYS;01;WTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50183;50183;50183-1;09/08/2008;09/08/2008; 29673.0; 29673.0; 45000.0; 45000.0; 3000.0; 2.5678;TTOYS;01;WTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50184;50184;50184-1.5;09/09/2008;09/09/2008; 0.0; 0.0; 0.0; 0.0; 1.0; 2.33;TTOYS;01;CBUMP;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50184;50184;50184-1.4;09/09/2008;09/09/2008; 0.0; 0.0; 0.0; 0.0; 4.0; 1.0387;TTOYS;01;HUB1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50184;50184;50184-1.3;09/09/2008;09/09/2008; 0.0; 0.0; 0.0; 0.0; 1.0; 0.25;TTOYS;01;CBODY1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50184;50184;50184-1.2;09/09/2008;09/09/2008; 0.0; 0.0; 0.0; 0.0; 4.0; 0.1;TTOYS;01;TWHEEL1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50184;50184;50184-1.1;09/09/2008;09/09/2008; 0.0; 0.0; 0.0; 0.0; 0.05; 14.9;TTOYS;01;YPAINT2;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50184;50184;50184-1;09/09/2008;09/09/2008; 27.0; 27.0; 27.0; 27.0; 1.0; 0.0;TTOYS;01;KCAR1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
40010;40010;40010-1;10/02/2008;10/02/2008; 950.0; 950.0; 950.0; 950.0; 100.0; 2.5634;TTOYS;01;YTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
40010;40010;40010-2;10/02/2008;10/02/2008; 267.3; 267.3; 267.3; 267.3; 3.0; 12.5634;TTOYS;01;STRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
40010;40010;40010-3.1;10/02/2008;10/02/2008; 0.0; 0.0; 0.0; 0.0; 5.0; 14.9;TTOYS;01;YPAINT2;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50191;50191;50191-3;01/12/2009;01/12/2009; 10330.56; 10330.56; 10330.56; 10330.56; 1000.0; 2.5678;XTRM;01;WTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;READING;BERKSHIRE;UNITED KINGDOM;READING;BERKSHIRE;UNITED KINGDOM
50192;50192;50192-1;01/12/2009;01/12/2009; 89.1; 89.1; 89.1; 89.1; 1.0; 12.5634;TTOYS;01;STRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50193;50193;50193-1;01/12/2009;01/12/2009; 93.06; 93.06; 93.06; 93.06; 1.0; 12.5634;XTRM;01;STRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;READING;BERKSHIRE;UNITED KINGDOM;READING;BERKSHIRE;UNITED KINGDOM
50194;50194;50194-3;06/26/2009;06/26/2009; 4132.22; 4132.22; 4132.22; 4132.22; 400.0; 2.5678;XTRM;01;RTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;READING;BERKSHIRE;UNITED KINGDOM;READING;BERKSHIRE;UNITED KINGDOM
50194;50194;50194-1;06/26/2009;06/26/2009; 3099.17; 3099.17; 3099.17; 3099.17; 300.0; 2.5678;XTRM;01;BTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;READING;BERKSHIRE;UNITED KINGDOM;READING;BERKSHIRE;UNITED KINGDOM
